"retailer","location_id","identifier","street_address","city","state","zip_code","country","latitude","longitude","phone"
"ALDI 1149 Upper Front Street","5768215","F836","1149 Upper Front Street","Binghamton","New York","13905","US","42.150778","-75.899616","+1 855-955-2534"
"ALDI 3750 McKinley Parkway","5767577","F874","3750 McKinley Parkway","Blasdell","New York","14219","US","42.782121","-78.812518","+1 855-955-2534"
"ALDI 5147 Sunrise Highway","5757935","L653","5147 Sunrise Highway","Bohemia","New York","11716","US","40.764095","-73.094666","+1 855-955-2534"
"ALDI 4899 Lake Road","5767440","F868","4899 Lake Road","Brockport","New York","14420","US","43.194919","-77.945557","+1 855-955-2534"
"ALDI 1750 E Gun Hill Rd, Suite B","5757847","L563","1750 E Gun Hill Rd, Suite B","Bronx","New York","10469","US","40.86433","-73.83457","+1 855-955-2534"
"ALDI 3006 3rd Avenue","5757841","L552","3006 3rd Avenue","Bronx","New York","10455","US","40.8194","-73.91296","+1 855-955-2534"
"ALDI 4720 Third Avenue","5757951","FF28","4720 Third Avenue","Bronx","New York","10458","US","40.859754","-73.89096","+1 855-955-2534"
"ALDI 5532 Broadway","5757838","L549","5532 Broadway","Bronx","New York","10463","US","40.8777","-73.9056","+1 855-955-2534"
"ALDI 845 White Plains Rd","5757955","FF24","845 White Plains Rd","Bronx","New York","10473","US","40.82259","-73.85872","+1 855-955-2534"
"ALDI 1628 Flatbush Avenue","5757946","L647","1628 Flatbush Avenue","Brooklyn","New York","11210","US","40.63092","-73.94649","+1 855-955-2534"
"ALDI 3785 Nostrand Avenue","5757842","L553","3785 Nostrand Avenue","Brooklyn","New York","11235","US","40.59146","-73.94008","+1 855-955-2534"
"ALDI 528 Gateway Drive","5757839","L551","528 Gateway Drive","Brooklyn","New York","11239","US","40.6558","-73.8684","+1 855-955-2534"
"ALDI 535 Morgan Ave.","6340823","FN69","535 Morgan Avenue","Brooklyn","New York","11222","US","40.72273209999999","-73.9393812","+1 855-955-2534"
"ALDI 625 Fulton St.","5757826","FF27","625 Fulton St.","Brooklyn","New York","11201","US","40.688639","-73.979892","+1 855-955-2534"
"ALDI 1820 Sheridan Dr","5767077","F854","1820 Sheridan Dr","Buffalo","New York","14223","US","42.982044","-78.867329","+1 855-955-2534"
"ALDI 2090 Elmwood Ave","5767212","F860","2090 Elmwood Ave","Buffalo","New York","14207","US","42.95432","-78.87984","+1 855-955-2534"
"ALDI 3060 Main St","5767656","F877","3060 Main St","Buffalo","New York","14214","US","42.94856","-78.829681","+1 855-955-2534"
"ALDI 992 Broadway St","5767317","F864","992 Broadway","Buffalo","New York","14212","US","42.8938958","-78.8378642","+1 855-955-2534"
"ALDI 3747 Milton Ave.","5767809","F798","3747 Milton Ave.","Camillus","New York","13031","US","43.051918","-76.26353","+1 855-955-2534"
"ALDI 3138 County Rd 10","5767918","F805","3138 County Rd 10","Canandaigua","New York","14424","US","42.87737","-77.246893","+1 855-955-2534"
"ALDI 3348 Seneca Turnpike","5768130","F824","3348 Seneca Turnpike","Canastota","New York","13032","US","43.068887","-75.754912","+1 855-955-2534"
"ALDI 221 Glen Cove Rd","5757915","FE30","221 Glen Cove Rd","Carle Place","New York","11514","US","40.748227","-73.617447","+1 855-955-2534"
"ALDI 120 Nelson St","5768325","F845","120 Nelson St","Cazenovia","New York","13035","US","42.924472","-75.838748","+1 855-955-2534"
"ALDI 215 Carleton Avenue","5757926","FF21","215 Carleton Avenue","Central Islip","New York","11722","US","40.77048","-73.1992","+1 855-955-2534"
"ALDI 45 Centre Drive","5757910","L641","45 Centre Drive","Central Valley","New York","10917","US","41.312406","-74.133299","+1 855-955-2534"
"ALDI 1685 Walden Avenue","5767350","F865","1685 Walden Avenue","Cheektowaga","New York","14225","US","42.906042","-78.774803","+1 855-955-2534"
"ALDI 5962 State Route 31","5767966","F808","5962 State Route 31","Cicero","New York","13039","US","43.174604","-76.106641","+1 855-955-2534"
"ALDI 1681 RT 9","5766364","L571","1681 RT 9","Clifton Park","New York","12065","US","42.85976","-73.76495","+1 855-955-2534"
"ALDI 1885 Central Avenue","5766407","L623","1885 Central Avenue","Colonie","New York","12205","US","42.73472","-73.8523","+1 855-955-2534"
"ALDI 908 State Route 13","5767640","F876","908 State Route 13","Cortland","New York","13045","US","42.575763","-76.215472","+1 855-955-2534"
"ALDI 4931 Transit Road","5768237","F839","4931 Transit Road","Depew","New York","14043","US","42.879106","-78.695818","+1 855-955-2534"
"ALDI 3878 Vineyard Drive","5767586","L220","3878 Vineyard Drive","Dunkirk","New York","14048","US","42.460423","-79.313915","+1 855-955-2534"
"ALDI 9290-9300 Transit Road","5768271","F850","9290-9300 Transit Road","East Amherst","New York","14051","US","43.021654","-78.697765","+1 855-955-2534"
"ALDI 4000 Jericho Turnpike","5757922","FN66","4000 Jericho Turnpike","East Northport","New York","11731","US","40.83879","-73.31601","+1 855-955-2534"
"ALDI 6633 Manlius Center Road","5768198","F834","6633 Manlius Center Road","East Syracuse","New York","13057","US","43.064153","-76.059771","+1 855-955-2534"
"ALDI 110 W Hudson St","5768247","F841","110 W Hudson St","Elmira","New York","14904","US","42.08439","-76.80383","+1 855-955-2534"
"ALDI 26163 US Route 11","5768076","F819","26163 US Route 11","Evans Mills","New York","13637","US","44.046339","-75.83813","+1 855-955-2534"
"ALDI 6687 Pittsford-Palmyra Road","5767416","F866","6687 Pittsford-Palmyra Road","Fairport","New York","14450","US","43.068459","-77.445686","+1 855-955-2534"
"ALDI 1302 State Route 332","5768205","F835","1302 State Route 332","Farmington","New York","14425","US","42.971888","-77.354683","+1 855-955-2534"
"ALDI 6820 East Genesee Street","5767886","F803","6820 East Genesee Street","Fayetteville","New York","13066","US","43.029967","-76.050854","+1 855-955-2534"
"ALDI 555 South 4th Street","5768331","F810","555 South 4th Street","Fulton","New York","13069","US","43.313865","-76.403884","+1 855-955-2534"
"ALDI 8 Spencerport Rd.","5767180","F859","8 Spencerport Rd.","Gates","New York","14606","US","43.166594","-77.693473","+1 855-955-2534"
"ALDI 4566 Morganview Rd.","5767612","F875","4566 Morganview Rd.","Geneseo","New York","14454","US","42.798846","-77.780301","+1 855-955-2534"
"ALDI 303 Saratoga Road","5767324","L624","303 Saratoga Road","Glenville","New York","12302","US","42.8739","-73.9311","+1 855-955-2534"
"ALDI 38 Great Neck Road","6050596","FN76","38 Great Neck Road","Great Neck","New York","11021","US","40.7855911","-73.72674230000001","+1 855-955-2534"
"ALDI 3600 Mt. Read Boulevard","5767252","F861","3600 Mt. Read Boulevard","Greece","New York","14616","US","43.224817","-77.65765","+1 855-955-2534"
"ALDI 714 Long Pond Road","5768181","F831","714 Long Pond Road","Greece","New York","14612","US","43.25075","-77.695836","+1 855-955-2534"
"ALDI 5999 South Park Ave.","5768282","F851","5999 South Park Ave.","Hamburg","New York","14075","US","42.732803","-78.826529","+1 855-955-2534"
"ALDI 280 Peninsula Boulevard","5757945","FF20","280 Peninsula Boulevard","Hempstead","New York","11550","US","40.70565","-73.62411","+1 855-955-2534"
"ALDI 1191 County Rd 66","5768000","F812","1191 County Rd 66","Hornell","New York","14843","US","42.3667","-77.6726","+1 855-955-2534"
"ALDI 1700 County Route 64","5768257","F842","1700 County Route 64","Horseheads","New York","14845","US","42.159169","-76.859744","+1 855-955-2534"
"ALDI 157 Fairview Ave","5757921","L560","157 Fairview Ave","Hudson","New York","12534","US","42.254713","-73.767499","+1 855-955-2534"
"ALDI 166 Central Avenue","5768084","F821","166 Central Avenue","Ilion","New York","13357","US","43.018901","-75.031364","+1 855-955-2534"
"ALDI 2194 Hudson Avenue","5767153","F858","2194 Hudson Avenue","Irondequoit","New York","14617","US","43.208782","-77.600389","+1 855-955-2534"
"ALDI 2309 North Triphammer Rd","5768424","F840","2309 North Triphammer Rd","Ithaca","New York","14850","US","42.4832015","-76.4822585","+1 855-955-2534"
"ALDI 505 Third St.","5767903","F804","505 Third St.","Ithaca","New York","14850","US","42.449439","-76.507009","+1 855-955-2534"
"ALDI 92-29 168th Street","5757924","L652","92-29 168th Street","Jamaica","New York","11433","US","40.705562","-73.791652","+1 855-955-2534"
"ALDI 930 Fairmount Avenue","5767597","L221","930 Fairmount Avenue","Jamestown","New York","14701","US","42.098785","-79.289841","+1 855-955-2534"
"ALDI 560 Harry L Dr Ste 50","5768291","F852","560 Harry L Dr Ste 50","Johnson City","New York","13790","US","42.123094","-75.969961","+1 855-955-2534"
"ALDI 266 North Comrie Avenue","5766348","L554","266 North Comrie Avenue","Johnstown","New York","12095","US","43.01626","-74.36124","+1 855-955-2534"
"ALDI 767-795 E Chester St","5757837","L550","767-795 E Chester St","Kingston","New York","12401","US","41.958687","-73.991447","+1 855-955-2534"
"ALDI 139 Alexander Avenue","5757844","L557","139 Alexander Avenue","Lake Grove","New York","11755","US","40.86615","-73.13316","+1 855-955-2534"
"ALDI 147 Ronkonkoma Avenue","5757797","FN73","147 Ronkonkoma Avenue","Lake Ronkonkoma","New York","11779","US","40.824438","-73.110731","+1 855-955-2534"
"ALDI 481 Park Avenue","5757846","L559","481 Park Avenue","Lindenhurst","New York","11757","US","40.68619","-73.35274","+1 855-955-2534"
"ALDI 3942 St. Rt. 31","5768095","F822","3942 St. Rt. 31","Liverpool","New York","13090","US","43.18361","-76.239139","+1 855-955-2534"
"ALDI 7421 Oswego Rd","5768175","F830","7421 Oswego Rd","Liverpool","New York","13090","US","43.127917","-76.220397","+1 855-955-2534"
"ALDI 601 South Transit","5767270","F862","601 South Transit","Lockport","New York","14094","US","43.151971","-78.697745","+1 855-955-2534"
"ALDI 20 State Route 31","5767840","F800","20 State Route 31","Lyons","New York","14489","US","43.059469","-77.002221","+1 855-955-2534"
"ALDI 3324 State Route 11","5767780","F796","3324 State Route 11","Malone","New York","12953","US","44.846562","-74.318153","+1 855-955-2534"
"ALDI 2 Malby Ave","5768062","F820","2 Malby Ave","Massena","New York","13662","US","44.927307","-74.876851","+1 855-955-2534"
"ALDI 2799 Route 112","5757777","FF19","2799 Route 112","Medford","New York","11763","US","40.824984","-72.993339","+1 855-955-2534"
"ALDI 11248 Maple Ridge Road","5768187","F832","11248 Maple Ridge Road","Medina","New York","14103","US","43.206287","-78.395688","+1 855-955-2534"
"ALDI 341 State Route 211 East","5757875","L600","341 State Route 211 East","Middletown","New York","10940","US","41.4559","-74.39034","+1 855-955-2534"
"ALDI 121 Broadway","5757872","L599","121 Broadway","Monticello","New York","12701","US","41.65148","-74.67678","+1 855-955-2534"
"ALDI 195 East Route 59","5757942","L555","195 East Route 59","Nanuet","New York","10954","US","41.09436","-74.00378","+1 855-955-2534"
"ALDI 8432 Seneca Turnpike","5768143","F825","8432 Seneca Turnpike","New Hartford","New York","13413","US","43.082006","-75.325863","+1 855-955-2534"
"ALDI 311 West 42nd Street","5873430","FT33","311 West 42nd Street","New York","New York","10036","US","40.7577483","-73.9904066","+1 855-955-2534"
"ALDI 517 East 117th Street","5757835","L546","517 East 117th Street","New York","New York","10035","US","40.79568","-73.93243","+1 855-955-2534"
"ALDI 13 Rte 17K","5757890","L615","13 Rte 17K","Newburgh","New York","12550","US","41.50293","-74.05197","+1 855-955-2534"
"ALDI 6035 Porter Road","5767291","F863","6035 Porter Road","Niagara Falls","New York","14305","US","43.106579","-78.992735","+1 855-955-2534"
"ALDI 1261 Deer Park Ave","5757927","L643","1261 Deer Park Ave","North Babylon","New York","11703","US","40.73907","-73.31863","+1 855-955-2534"
"ALDI 3512 Brewerton Rd.","5767869","F802","3512 Brewerton Rd.","North Syracuse","New York","13212","US","43.113976","-76.145282","+1 855-955-2534"
"ALDI 3939 Niagara Falls Blvd","5767483","F870","3939 Niagara Falls Blvd","North Tonawanda","New York","14120","US","43.055406","-78.826757","+1 855-955-2534"
"ALDI 6134 State Hwy 12","5767188","F846","6134 State Hwy 12","Norwich","New York","13815","US","42.55015","-75.524789","+1 855-955-2534"
"ALDI 1101 Park Street","5768032","F815","1101 Park Street","Ogdensburg","New York","13669","US","44.693033","-75.472994","+1 855-955-2534"
"ALDI 2731 West State Street","5767568","L219","2731 West State Street","Olean","New York","14760","US","42.076375","-78.461766","+1 855-955-2534"
"ALDI 763 State Highway 28","5768268","F847","763 State Highway 28","Oneonta","New York","13820","US","42.447995","-75.052216","+1 855-955-2534"
"ALDI 1903 State Route 104","5873425","FG97","1903 State Route 104","Ontario","New York","14519","US","43.227818","-77.288679","+1 855-955-2534"
"ALDI 3366 Orchard Park Road","5768273","FE81","3366 Orchard Park Road","Orchard Park","New York","14127","US","42.795522","-78.752248","+1 855-955-2534"
"ALDI 290 State Route 104","5768012","F813","290 State Route 104","Oswego","New York","13126","US","43.46113","-76.47867","+1 855-955-2534"
"ALDI 1150 State Route 17C","5768157","FG93","1150 State Route 17C","Owego","New York","13827","US","42.098608","-76.235646","+1 855-955-2534"
"ALDI 3133 Silverback Lane","5768260","F843","3133 Silverback Lane","Painted Post","New York","14870","US","42.153291","-77.105223","+1 855-955-2534"
"ALDI 367 Sunrise Highway","5757840","L547","367 Sunrise Highway","Patchogue","New York","11772","US","40.77709","-73.0321","+1 855-955-2534"
"ALDI 2208 Penfield Road","5768294","F853","2208 Penfield Road","Penfield","New York","14526","US","43.131209","-77.438251","+1 855-955-2534"
"ALDI 204 Liberty Street","5768167","F828","204 Liberty Street","Penn Yan","New York","14527","US","42.659059","-77.056537","+1 855-955-2534"
"ALDI 328 Cornelia Street","5767764","F795","328 Cornelia Street","Plattsburgh","New York","12901","US","44.698706","-73.481145","+1 855-955-2534"
"ALDI 7495 US Highway Route 11","5767827","F799","7495 US Highway Route 11","Potsdam","New York","13676","US","44.66628","-75.028015","+1 855-955-2534"
"ALDI 3863 Rome Road","5768054","F817","3863 Rome Road","Pulaski","New York","13142","US","43.559239","-76.121769","+1 855-955-2534"
"ALDI 763 Glen Street","5766354","L562","763 Glen Street","Queensbury","New York","12804","US","43.32922356","-73.67191245","+1 855-955-2534"
"ALDI 61-11 Junction Boulevard","5757834","L545","61-11 Junction Boulevard","Rego Park","New York","11374","US","40.73338","-73.86259","+1 855-955-2534"
"ALDI 500 N Greenbush Rd","5768313","FE83","500 N Greenbush Rd","Rensselaer","New York","12144","US","42.65679","-73.69403","+1 855-955-2534"
"ALDI 1773 Old Country Road","5757845","L558","1773 Old Country Road","Riverhead","New York","11901","US","40.92395","-72.7034","+1 855-955-2534"
"ALDI 1733 E Ridge Road","5768129","FG95","1733 E Ridge Road","Rochester","New York","14622","US","43.200196","-77.570629","+1 855-955-2534"
"ALDI 175 North Winton Road","5768222","F848","175 North Winton Road","Rochester","New York","14610","US","43.147895","-77.554619","+1 855-955-2534"
"ALDI 1925 S Clinton Ave","5768147","FG92","1925 S Clinton Ave","Rochester","New York","14618","US","43.121485","-77.594917","+1 855-955-2534"
"ALDI 3170 Chili Ave Ste T3","5767902","F849","3170 Chili Ave Ste T3","Rochester","New York","14624","US","43.10826","-77.746629","+1 855-955-2534"
"ALDI 400 Lake Avenue","5768023","F814","400 Lake Avenue","Rochester","New York","14608","US","43.171838","-77.627037","+1 855-955-2534"
"ALDI 615 Jefferson Rd","5767114","F856","615 Jefferson Rd","Rochester","New York","14623","US","43.086337","-77.627242","+1 855-955-2534"
"ALDI 75 Route 25A","5757948","FF22","75 Route 25A","Rocky Point","New York","11778","US","40.9456","-72.95893","+1 855-955-2534"
"ALDI 205 S. Madison St.","5767950","F807","205 S. Madison St.","Rome","New York","13440","US","43.211689","-75.464565","+1 855-955-2534"
"ALDI 3075 Broadway","5768434","L578","3075 Broadway","Rotterdam","New York","12306","US","42.790834","-73.979789","+1 855-955-2534"
"ALDI 587 Lake Flower Ave","5768190","F833","587 Lake Flower Ave","Saranac Lake","New York","12983","US","44.312485","-74.114939","+1 855-955-2534"
"ALDI 3 Marketplace Rd","5767063","L593","3 Marketplace Rd","Saratoga Springs","New York","12866","US","43.106397","-73.744656","+1 855-955-2534"
"ALDI 614 Middle Country Road","5757836","L548","614 Middle Country Road","Selden","New York","11784","US","40.86697","-73.0329","+1 855-955-2534"
"ALDI 2065 Routes 5 & 20","5768107","F823","2065 Routes 5 & 20","Seneca Falls","New York","13148","US","42.90475","-76.8283","+1 855-955-2534"
"ALDI 855 Montauk Highway","5757950","L645","855 Montauk Highway","Shirley","New York","11967","US","40.802722","-72.867099","+1 855-955-2534"
"ALDI 175 South Cascade Drive","5768230","F838","175 South Cascade Drive","Springville","New York","14141","US","42.50482","-78.69102","+1 855-955-2534"
"ALDI 3285 Richmond Avenue","5757949","FF23","3285 Richmond Avenue","Staten Island","New York","10312","US","40.55782","-74.16885","+1 855-955-2534"
"ALDI 430 New Dorp Lane","5757939","FN63","430 New Dorp Lane","Staten Island","New York","10306","US","40.568999","-74.109039","+1 855-955-2534"
"ALDI 156 South Liberty Drive","5757884","L609","156 South Liberty Drive","Stony Point","New York","10980","US","41.21757","-73.98451","+1 855-955-2534"
"ALDI 1055 West Genesee Street","5767977","F809","1055 West Genesee Street","Syracuse","New York","13204","US","43.05338","-76.172837","+1 855-955-2534"
"ALDI 2015 Erie Blvd.","5768046","F816","2015 Erie Blvd.","Syracuse","New York","13224","US","43.052457","-76.114511","+1 855-955-2534"
"ALDI 6111 S. Salina Street","5767791","F797","6111 S. Salina Street","Syracuse","New York","13205","US","42.982095","-76.141741","+1 855-955-2534"
"ALDI 662 Hoosick Road","5768050","FE49","662 Hoosick Road","Troy","New York","12180","US","42.7415763","-73.6498222","+1 855-955-2534"
